id,name,birthdate,deathdate
786,Bill Fagerbakke,04/10/1957,
787,Bill Farmer,14/11/1952,
788,Bill Hickman,25/01/1921,24/02/1986
789,Bill Hunter,27/02/1940,21/05/2011
790,Bill Irwin,11/04/1950,
791,Bill Johnson,,
792,Bill Lake,24/03/1979,
793,Bill Maher,20/01/1956,
794,Bill Martone,,
795,Bill Melendez,15/11/1916,02/09/2008
796,Bill Muir,,
797,Bill Murray,21/09/1950,
798,Bill Nunn,20/10/1953,24/09/2016
799,Bill Paterson,03/06/1945,
800,Bill Paxton,17/05/1955,25/02/2017
801,Bill Plympton,30/04/1946,
802,Bille August,09/11/1948,
803,Bille Woodruff,,
804,Billie Burke,1884-08-07,14/05/1970
805,Billie Whitelaw,06/06/1932,21/12/2014
806,Billy Aaron Brown,28/07/1981,
807,Billy Barty,25/10/1924,23/12/2000
808,Billy Blair,,
809,Billy Bob Thornton,04/08/1955,
810,Billy Boyd,28/08/1968,
811,Billy Brown,,
812,Billy Burke,25/11/1966,
813,Billy Campbell,07/07/1959,
814,Billy Crudup,08/07/1968,
815,Billy Drago,30/11/1945,
816,Billy Gardell,20/08/1969,
817,Billy Gilbert,1880-03-21,20/01/1971
818,Billy Kent,,
819,Billy Ray,,
820,Billy West,16/04/1952,
821,Billy Wilder,22/06/1906,27/03/2002
822,Bin Won,10/11/1977,
823,Bingbing Fan,16/09/1981,
824,Bingbing Li,27/02/1973,
825,Bipasha Basu,07/01/1979,
826,Birgitte Hjort SÃ¸rensen,16/01/1982,
827,Birol Ãœnel,18/08/1961,
828,BjÃ¶rk,,
829,BjÃ¶rn Hlynur Haraldsson,,
830,BjÃ¸rn Sundquist,16/06/1948,
831,Black Thomas,28/08/1969,
832,Blaine Anderson,,
833,Blair Brown,23/04/1946,
834,Blair Erickson,,
835,Blair Hayes,,
836,Blair Underwood,25/08/1964,
837,Blake Edwards,26/07/1922,15/12/2010
838,Blake Lindsley,19/12/1973,
839,Blake Ritson,14/01/1978,
840,Blanchard Ryan,12/01/1967,
841,Blaz Zavrsnik,17/07/1984,
842,Blythe Auffarth,,
843,Blythe Danner,03/02/1943,
844,Bo Huang,26/08/1974,
845,Bo Welch,30/11/1951,
846,Bo Zenga,,
847,Boaz Yakin,,
848,Bob Balaban,16/08/1945,
849,Bob Clark,05/08/1939,04/04/2007
850,Bob Clendenin,14/04/1964,
851,Bob Costas,22/03/1952,
852,Bob Dole,22/07/1923,
853,Bob Dolman,,
854,Bob Dylan,24/05/1941,
855,Bob Eubanks,08/01/1938,
856,Bob Fosse,23/06/1927,23/09/1987
857,Bob Giraldi,17/01/1939,
858,Bob Gosse,09/01/1963,
859,Bob Gunton,15/11/1945,
860,Bob Hoskins,26/10/1942,29/04/2014
861,Bob Marley,06/02/1945,11/05/1981
862,Bob Neill,,
863,Bob Newhart,05/09/1929,
864,Bob Odenkirk,22/10/1962,
865,Bob Peck,23/08/1945,04/04/1999
866,Bob Proctor,,
867,Bob Rafelson,21/02/1933,
868,Bob Ross,26/06/1908,
869,Bob Saget,17/05/1956,
870,Bob Spiers,27/09/1945,08/12/2008
871,Bobb'e J. Thompson,28/02/1996,
872,Bobbie Phillips,29/01/1968,
873,Bobby Batson,,
874,Bobby Block,10/12/1928,13/05/1972
875,Bobby Brown,,
876,Bobby Coleman,05/05/1997,
877,Bobby Deol,,
878,Bobby Farrelly,17/06/1958,
879,Bobby Kendall,,
880,Bobby Lee,17/09/1972,
881,Bobby Moynihan,31/01/1977,
882,Bobby Roth,,
883,Bobcat Goldthwait,26/05/1962,
884,Bojana Novakovic,17/11/1981,
885,Bokeem Woodbine,13/04/1973,
886,Bolaji Badejo,23/08/1953,22/12/1992
887,Bolo Yeung,27/02/1946,
888,Boman Irani,02/12/1959,
889,Bonnie Henna,,
890,Bonnie Hunt,22/09/1961,
891,Bonnie Lee Bouman,,
892,Bonnie Somerville,24/02/1974,
893,Bono,10/05/1960,
894,Bonz Malone,,
895,Boris Kodjoe,08/03/1973,
896,Boris Rodriguez,,
897,Boyd Banks,16/04/1964,
898,Boyd Holbrook,01/09/1981,
899,Boys II Men,26/09/1972,
900,Brad Anderson,,
901,Brad Bird,24/09/1957,
902,Brad Copeland,,
903,Brad Furman,,
904,Brad Garrett,14/04/1960,
905,Brad J. Silverman,,
906,Brad James,,
907,Brad Lee Wind,10/04/1968,
908,Brad Leland,15/09/1954,
909,Brad Peyton,,
910,Brad Pitt,18/12/1963,
911,Brad Renfro,25/07/1982,15/01/2008
912,Brad Schmidt,31/05/1979,
913,Brad Silberling,08/09/1963,
914,Brad William Henke,10/04/1966,
915,Bradley Cooper,05/01/1975,
916,Bradley Parker,,
917,Bradley Pierce,23/10/1982,
918,Bradley Rust Gray,,
919,Bradley Whitford,10/10/1959,
920,Brady Corbet,17/08/1988,
921,Braeden Lemasters,27/01/1996,
922,Brahim Achabbakhe,17/05/1984,
923,Brahmanandam,01/02/1956,
924,Brandon Camp,,
925,Brandon Cronenberg,,
926,Brandon Landers,,
927,Brandon Middleton,,
928,Brandon Molale,24/11/1971,
929,Brandon Smith,29/05/1989,
930,Brandon T. Jackson,07/03/1984,
931,Brandon Trost,29/08/1981,
932,Brandy Norwood,11/02/1979,
933,Branko Djuric,28/05/1962,
934,Breck Eisner,24/12/1970,
935,Bree Turner,10/03/1977,
936,Bree Williamson,28/12/1979,
937,Brenda Bakke,15/05/1963,
938,Brenda Blethyn,20/02/1946,
939,Brenda Chapman,01/11/1962,
940,Brenda Fricker,17/02/1945,
941,Brenda Song,27/03/1988,
942,Brenda Strong,25/03/1960,
943,Brenda Vaccaro,18/11/1939,
944,Brendan Coyle,02/12/1963,
945,Brendan Doogie Milewski,,
946,Brendan Fehr,29/10/1977,
947,Brendan Fraser,03/12/1968,
948,Brendan Mackey,,
949,Brendan Malloy,,
950,Brendan Sexton III,21/02/1980,
951,Brendon Eggertsen,,
952,Brent Anderson,,
953,Brent David Fraser,21/02/1967,
954,Brent Neale,17/04/1963,
955,Brent Sexton,12/08/1967,
956,Brenton Spencer,,
957,Brett Cullen,26/08/1956,
958,Brett Leonard,14/05/1959,
959,Brett Piper,,
960,Brett Ratner,28/03/1969,
961,Brett Wagner,,
962,Brian A Miller,,
963,Brian Anthony Wilson,22/02/1960,
964,Brian Austin Green,15/07/1973,
965,Brian Baugh,,
966,Brian Blessed,09/10/1936,
967,Brian Bosworth,09/03/1965,
968,Brian Caunter,,
969,Brian d'Arcy James,29/06/1968,
970,Brian Dannelly,,
971,Brian De Palma,11/09/1940,
972,Brian Dennehy,09/07/1938,
973,Brian Dietzen,14/11/1977,
974,Brian Dorton,,
975,Brian Doyle-Murray,31/10/1945,
976,Brian Eno,15/05/1948,
977,BrÃ­an F. O'Byrne,16/05/1967,
978,Brian Geraghty,13/05/1975,
979,Brian Gibson,22/09/1944,04/01/2004
980,Brian Helgeland,17/01/1961,
981,Brian Henson,03/11/1963,
982,Brian Herzlinger,19/02/1976,
983,Brian Howe,,
984,Brian Johnson,,
985,Brian Keith,14/11/1921,24/06/1997
986,Brian Klugman,14/09/1975,
987,Brian Koppelman,,
988,Brian Lee Franklin,,
989,Brian Levant,06/08/1952,
990,Brian McNamara,21/11/1960,
991,Brian O'Halloran,20/12/1969,
992,Brian Percival,,
993,Brian Robbins,22/11/1963,
994,Brian Steele,,
995,Brian Stepanek,06/02/1971,
996,Brian Thompson,28/08/1959,
997,Brian Trenchard-Smith,,
998,Brian Van Holt,06/07/1969,
999,Brian Whitaker,,
1000,Brian Yuzna,,
1001,Brianna Brown,02/10/1979,
1002,Brianne Brozey,25/08/1963,
1003,Bridget Fonda,27/01/1964,
1004,Bridgette Wilson-Sampras,25/09/1973,
1005,Bridgit Mendler,18/12/1992,
1006,Brighton Sharbino,,
1007,Brigitte Bardot,28/09/1934,
1008,Brigitte Helm,17/03/1906,11/06/1996
1009,Brigitte Nielsen,15/07/1963,
1010,Brion James,04/02/1975,
1011,Brit Morgan,24/09/1987,
1012,Britney Spears,02/12/1981,
1013,Britt Allcroft,14/12/1943,
1014,Britt Ekland,06/10/1942,
1015,Brittany Curran,02/06/1990,
1016,Brittany Daniel,17/03/1976,
1017,Brittney Powell,04/03/1972,
1018,Brock Baker,,
1019,Brock Peters,02/07/1927,23/08/2005
1020,Bronagh Gallagher,,
1021,Bronwen Hughes,,
1022,Brooke Bundy,08/08/1944,
1023,Brooke Newton,05/06/1986,
1024,Brooke Shields,31/05/1965,
1025,Brooke Smith,22/05/1967,
1026,Brooklynn Proulx,27/04/1999,
1027,Bruce Alexander,,
1028,Bruce Altman,03/07/1955,
1029,Bruce Beresford,16/08/1940,
1030,Bruce Boxleitner,12/05/1950,
1031,Bruce Campbell,22/06/1958,
1032,Bruce Davison,28/06/1946,
1033,Bruce Dellis,,
1034,Bruce Dern,04/06/1936,
1035,Bruce Gooch,,
1036,Bruce Goodchild,,
1037,Bruce Green,,
1038,Bruce Greenwood,12/08/1956,
1039,Bruce Hopkins,25/11/1955,
1040,Bruce Hunt,,
1041,Bruce Kerr,,
1042,Bruce Macdonald,28/05/1959,
1043,Bruce Malmuth,04/02/1934,29/06/2005
1044,Bruce McCulloch,12/05/1961,
1045,Bruce McDonald,28/05/1959,
1046,Bruce McGill,11/07/1950,
1047,Bruce Newbold,,
1048,Bruce Paltrow,26/11/1943,03/10/2002
1049,Bruce Payne,22/11/1958,
1050,Bruce Spence,17/09/1945,
1051,Bruce Thomas,,
1052,Bruce Vilanch,23/11/1948,
1053,Bruce Willis,19/03/1955,
1054,Bruno Barreto,16/03/1955,
1055,Bruno Campos,03/12/1973,
1056,Bruno Ganz,22/03/1941,
1057,Bruno Kirby,28/04/1949,14/08/2006
1058,Bryan Barber,,
1059,Bryan Brown,23/06/1947,
1060,Bryan Callen,26/01/1967,
1061,Bryan Dick,23/08/1952,
1062,Bryan Singer,17/09/1965,
1063,Bryce Dallas Howard,02/03/1981,
1064,Bubba Smith,,
1065,Bud Cort,29/03/1948,
1066,Bunta Sugawara,16/08/1933,28/11/2014
1067,Burgess Meredith,16/11/1907,09/09/1997
1068,Burghart KlauÃŸner,13/09/1949,
1069,Burl Ives,14/06/1909,14/04/1995
1070,Burr Steers,08/10/1965,
1071,Burt Kwouk,18/07/1930,24/05/2016
1072,Burt Ward,06/07/1945,
1073,Burt Young,30/04/1940,
1074,Buster Keaton,1895-10-04,01/02/1966
1075,Busy Philipps,25/06/1979,
1076,Buzz Aldrin,20/01/1930,
1077,Byron Howard,26/12/1968,
1078,Byron Mann,,
1079,C. Fraser Press,,
1080,C. Jay Cox,,
1081,Cabrina Collesides,,
1082,Caitlin FitzGerald,,
1083,Caitlin Stasey,01/05/1990,
1084,Caitlyn Jenner,28/10/1949,
1085,Caity Lotz,30/12/1986,
1086,Cal Brunker,,
1087,Caleb Landry Jones,07/12/1989,
1088,Callie Khouri,27/11/1957,
1089,Callie Thorne,20/11/1969,
1090,Callum Blue,19/08/1977,
1091,Callum Rennie,14/09/1960,
1092,Calvin Lockhart,18/10/1934,29/03/2007
1093,Cam Clarke,06/11/1957,
1094,Cameron Boyce,28/05/1999,
1095,Cameron Bright,26/01/1993,
1096,Cameron Crowe,13/07/1957,
1097,Cameron Mills,,
1098,Cameron Monaghan,16/08/1993,
1099,Cameron Rhodes,01/08/1967,
1100,Camille Delamarre,03/10/1979,
1101,Campbell Scott,19/07/1961,
1102,Camren Bicondova,22/05/1999,
1103,Camryn Manheim,08/03/1961,
1104,Candace Kroslak,22/07/1978,
1105,Candice Bergen,09/05/1946,
1106,Cara Delevingne,12/08/1992,
1107,Cara Horgan,,
1108,Cara Seymour,,
1109,Carel Struycken,30/07/1948,
1110,Cariba Heine,01/10/1988,
1111,Carl Franklin,11/04/1949,
1112,Carl Gilliard,18/04/1958,
1113,Carl Rinsch,,
1114,Carl Theodor Dreyer,1889-02-03,20/03/1968
1115,Carl Weathers,14/01/1948,
1116,Carla Gallo,24/06/1975,
1117,Carlease Burke,,
1118,Carlo Cecchi,25/01/1939,
1119,Carlos Alazraqui,20/07/1962,
1120,Carlos Bardem,07/03/1963,
1121,Carlos Carrera,18/08/1962,
1122,Carlos Gallardo,,
1123,Carlos Lasarte,14/09/1941,
1124,Carlos Ponce,04/09/1972,
1125,Carlos Saldanha,24/01/1965,
1126,Carlos Saura,04/01/1932,
1127,Carly Schroeder,18/10/1990,
1128,Carmen Argenziano,27/10/1943,
1129,Carmen Ejogo,22/10/1973,
1130,Carmen Electra,20/04/1972,
1131,Carmen Marron,,
1132,Carmen Maura,15/09/1945,
1133,Carmen Perez,,
1134,Carmine Giovinazzo,24/08/1973,
1135,Carol Ann Susi,02/02/1952,11/11/2014
1136,Carol Block,,
1137,Carol Channing,31/01/1921,
1138,Carol Kane,18/06/1952,
1139,Carol Reed,30/12/1906,25/04/1976
1140,Carol Sutton,,
1141,Carole Bouquet,18/08/1957,
1142,Caroline Dhavernas,15/05/1978,
1143,Caroline Goodall,13/11/1959,
1144,Caroline Link,02/06/1964,
1145,Caroline Munro,16/01/1949,
1146,Caroll Spinney,26/12/1933,
1147,Carolyn Hennesy,10/06/1962,
1148,Carrie Bradstreet,,
1149,Carrie Henn,07/05/1976,
1150,Carrie Preston,21/06/1967,
1151,Carroll Baker,28/05/1931,
1152,Carroll Ballard,14/10/1937,
1153,Carroll O'Connor,02/08/1924,21/06/2001
1154,Carter Jenkins,04/09/1991,
1155,Carter Smith,06/09/1971,
1156,Cary Bell,,
1157,Cary-Hiroyuki Tagawa,27/09/1950,
1158,Caryn Waechter,,
1159,Cas Anvar,,
1160,Casey Affleck,12/08/1975,
1161,Casey Gooden,,
1162,Casey Kasem,27/04/1932,15/06/2014
1163,Casey Siemaszko,17/03/1961,
1164,Casper Christensen,22/08/1968,
1165,Casper Crump,11/07/1977,
1166,Casper Martinez,,
1167,Cassandra Nicolaou,,
1168,Cassandra Peterson,17/09/1951,
1169,Cassidy Gifford,02/08/1993,
1170,Cassie Ventura,26/08/1986,
1171,Cat Ly,,
1172,Catalina Sandino Moreno,19/04/1981,
1173,Catherine Bell,14/08/1968,
1174,Catherine Deneuve,22/10/1943,
1175,Catherine Dent,14/04/1965,
1176,Catherine Dyer,,
1177,Catherine Gund,,
1178,Catherine Hardwicke,21/10/1955,
1179,Catherine Hicks,06/08/1951,
1180,Catherine Jelski,,
1181,Catherine Lambert,,
1182,Catherine Lough Haggquist,,
1183,Catherine McCormack,03/04/1972,
1184,Catherine O'Hara,04/03/1954,
1185,Catherine Owens,,
1186,Catherine Parks,10/12/1956,
1187,Catherine Schell,17/07/1944,
1188,Catherine Tate,12/05/1968,
1189,Cathryn de Prume,04/07/1964,
1190,Cathy Malkasian,,
1191,Cathy Moriarty,29/11/1960,
1192,Catriona MacColl,03/10/1954,
1193,CCH Pounder,25/12/1952,
1194,Cecelia Antoinette,,
1195,Cecil B. DeMille,1881-08-12,21/01/1959
1196,Cecil Kellaway,1893-08-22,28/02/1973
1197,CÃ©cile De France,17/07/1975,
1198,Cecilia Pillado,,
1199,CÃ©dric Klapisch,04/09/1961,
1200,Cedric Nicolas-Troyan,09/03/1969,
1201,Cedric the Entertainer,24/04/1964,
1202,Celeste Holm,29/04/1917,15/07/2012
1203,Celia Imrie,15/07/1952,
1204,Celia Weston,14/12/1951,
1205,Celina Beach,,
1206,Celina Jade,10/06/1985,
1207,Cem Yilmaz,23/04/1973,
1208,Cesar Romero,15/02/1907,01/01/1994
1209,Chad Allen,05/06/1974,
1210,Chad Bishop,,
1211,Chad Hartigan,31/08/1982,
1212,Chad Kapper,,
1213,Chad L. Coleman,06/09/1974,
1214,Chad Lindberg,01/11/1976,
1215,Chad Lowe,15/01/1968,
1216,Chan-wook Park,23/08/1963,
1217,Chandler Canterbury,15/12/1998,
1218,Channing Tatum,26/04/1980,
1219,Chao-Bin Su,,
1220,Charice,05/09/1976,
1221,Charis Michelsen,30/12/1974,
1222,Charla Cochran,28/03/1968,
1223,Charles Adelman,31/08/1976,
1224,Charles Aidman,21/01/1925,07/11/1993
1225,Charles Aznavour,22/05/1924,
1226,Charles Baker,27/02/1971,
1227,Charles BinamÃ©,,
1228,Charles Chaplin,1889-04-16,25/12/1977
1229,Charles Ferguson,24/03/1955,
1230,Charles Grodin,21/04/1935,
1231,Charles Herman-Wurmfeld,05/07/1966,
1232,Charles Irving Beale,,
1233,Charles Keating,22/10/1941,08/08/2014
1234,Charles King,,
1235,Charles Linton,,
1236,Charles Martin Smith,30/10/1953,
1237,Charles Martinet,,
1238,Charles Matthau,10/12/1962,
1239,Charles Mesure,12/08/1970,
1240,Charles Napier,12/04/1936,05/10/2011
1241,Charles Robert Carner,30/04/1957,
1242,Charles S. Dutton,30/01/1951,
1243,Charles Shyer,11/10/1941,
1244,Charles Stone III,,
1245,Charles T. Kanganis,,
1246,Charlie Bewley,25/01/1981,
1247,Charlie Hunnam,10/04/1980,
1248,Charlie Kaufman,19/11/1958,
1249,Charlie Korsmo,20/07/1978,
1250,Charlie Levi,,
1251,Charlie McDermott,06/04/1990,
1252,Charlie Murphy,,
1253,Charlie Rowe,05/01/1942,
1254,Charlie Saxton,,
1255,Charlie Tahan,,
1256,Charlie Talbert,13/12/1978,
1257,Charlie Yeung,23/05/1974,
1258,Charlize Theron,07/08/1975,
1259,Charlotte BÃ¸ving,15/08/1964,
1260,Charlotte Le Bon,04/09/1986,
1261,Charlotte Lewis,07/08/1967,
1262,Charlotte Rae,22/04/1926,
1263,Charlotte Rampling,05/02/1946,
1264,Charlotte Stewart,27/02/1941,
1265,Charlotte Sullivan,21/10/1983,
1266,Charly Bivona,,
1267,Charlyne Yi,04/01/1986,
1268,Chase Armitage,02/08/1985,
1269,Chase Ellison,22/09/1993,
1270,Chase Masterson,26/02/1963,
1271,Chasty Ballesteros,,
1272,Chatchai Plengpanich,,
1273,Chatrichalerm Yukol,29/11/1942,
1274,Chazz Palminteri,15/05/1952,
1275,Cheech Marin,13/07/1946,
1276,Chelan Simmons,29/10/1982,
1277,Chelcie Ross,26/10/1942,
1278,Chelse Swain,25/05/1983,
1279,Chelsea Bond,,
1280,Chelsea Field,27/05/1957,
1281,Chelsea Handler,25/02/1975,
1282,Chelsey Reist,,
1283,Chemeeka Walker,,
1284,Chen Chang,14/10/1976,
1285,Chenoa Maxwell,16/11/1969,
1286,Cherami Leigh,19/07/1988,
1287,Cheri Oteri,19/09/1962,
1288,Cherry Jones,21/11/1956,
1289,Cheryl Dunye,13/05/1966,
1290,Cheryl Hines,21/09/1965,
1291,Cheryl Ladd,12/07/1951,
1292,Cheryl Penland,,
1293,Cheryl Tiegs,25/09/1947,
1294,Chester,20/01/1970,
1295,Cheyenne Jackson,12/07/1975,
1296,Chi Chung Lam,16/08/1976,
1297,Chi Ling Chiu,,
1298,Chi McBride,23/09/1961,
1299,Chi Muoi Lo,,
1300,Chia-Liang Liu,01/08/1936,25/06/2013
1301,Chiaki Kuriyama,10/10/1984,
1302,Chiara Caselli,22/12/1967,
1303,Chin-Chien Chang,,
1304,China Chow,15/04/1974,
1305,Ching Wan Lau,16/02/1964,
1306,Chita Rivera,23/01/1933,
1307,Chloe Bridges,27/12/1991,
1308,ChloÃ« Grace Moretz,10/02/1997,
1309,Chloe Hollings,,
1310,Chloe Rose,25/10/1994,
1311,Chris 'Wonder' Schoeck,,
1312,Chris Andrew Ciulla,28/07/1975,
1313,Chris Atkins,,
1314,Chris Barrie,28/03/1960,
1315,Chris Bauer,28/10/1966,
1316,Chris Brochu,,
1317,Chris Brown,05/05/1989,
1318,Chris Buck,,
1319,Chris Butler,,
1320,Chris Carter,13/10/1956,
1321,Chris Cleveland,,
1322,Chris Columbus,10/09/1958,
1323,Chris Cox,,
1324,Chris D'Arienzo,14/04/1972,
1325,Chris Eigeman,01/03/1965,
1326,Chris Elliott,31/05/1960,
1327,Chris Ellis,14/04/1956,
1328,Chris Evans,13/06/1981,
1329,Chris Eyre,,
1330,Chris Gauthier,27/01/1976,
1331,Chris Geere,18/03/1981,
1332,Chris Gorak,,
1333,Chris Harrison,26/07/1971,
1334,Chris Hemsworth,11/08/1983,
1335,Chris Kattan,19/10/1970,
1336,Chris Kentis,23/10/1962,
1337,Chris Klein,14/03/1979,
1338,Chris Koch,,
1339,Chris Lowell,17/10/1984,
1340,Chris Marker,29/07/1921,29/07/2012
1341,Chris Marquette,03/10/1984,
1342,Chris Miller,23/09/1975,
1343,Chris Moss,,
1344,Chris Mulkey,03/05/1948,
1345,Chris Nahon,05/12/1968,
1346,Chris New,17/02/1940,
1347,Chris Noonan,14/11/1952,
1348,Chris Noth,13/11/1954,
1349,Chris Owen,07/09/1961,
1350,Chris Paine,26/08/1980,
1351,Chris Parnell,05/02/1967,
1352,Chris Penn,10/10/1965,24/01/2006
1353,Chris Pontius,16/07/1974,
1354,Chris Roberts,,
1355,Chris Robinson,05/11/1938,
1356,Chris Rock,07/02/1965,
1357,Chris Shadley,21/07/1975,
1358,Chris Stokes,,
1359,Chris Thomas,,
1360,Chris Wedge,20/03/1957,
1361,Chris Weitz,30/11/1969,
1362,Chris Young,28/04/1957,
1363,Chris Zylka,09/05/1985,
1364,Chriss Anglin,,
1365,Christa B. Allen,11/11/1991,
1366,Christa Miller,28/05/1964,
1367,Christel Khalil,30/11/1987,
1368,Christian Alvarez,25/07/1986,
1369,Christian Alvart,28/05/1974,
1370,Christian Anderson,26/12/1932,01/12/2000
1371,Christian Bale,30/01/1974,
1372,Christian Berkel,28/10/1957,
1373,Christian Camargo,07/07/1971,
1374,Christian Campbell,12/05/1972,
1375,Christian Carion,04/01/1963,
1376,Christian Clavier,06/05/1952,
1377,Christian Clemenson,17/03/1958,
1378,Christian Ditter,,
1379,Christian Duguay,,
1380,Christian E. Christiansen,14/12/1972,
1381,Christian Kapper,,
1382,Christian Keyes,,
1383,Christian Monzon,,
1384,Christian Sesma,,
1385,Christian Stolte,16/10/1962,
1386,Christian Volckman,,
1387,Christiana Leucas,,
1388,Christie Burke,,
1389,Christina Chambers,24/10/1969,
1390,Christina Cox,31/07/1971,
1391,Christina Hart,21/07/1949,
1392,Christina Milian,26/09/1981,
1393,Christina Moore,,
1394,Christina Vidal,18/11/1981,
1395,Christine Cavanaugh,16/08/1963,22/12/2014
1396,Christine Jeffs,29/01/1963,
1397,Christine Lakin,25/01/1979,
1398,Christine Taylor,30/07/1971,
1399,Christo Jivkov,18/02/1975,
1400,Christoph Waltz,04/10/1956,
1401,Christophe Ali,,
1402,Christophe Barratier,17/06/1963,
1403,Christophe Cherki,,
1404,Christophe Gans,11/03/1960,
1405,Christopher Abbott,,
1406,Christopher Atkins,21/02/1961,
1407,Christopher B. Duncan,,
1408,Christopher Barnard,,
1409,Christopher Berry,,
1410,Christopher Cain,29/10/1943,
1411,Christopher Cousins,27/09/1960,
1412,Christopher Denham,,
1413,Christopher Erskin,,
1414,Christopher Evan Welch,28/09/1965,02/12/2013
1415,Christopher Guest,05/02/1948,
1416,Christopher Heyerdahl,18/09/1963,
1417,Christopher Hutson,,
1418,Christopher James Baker,,
1419,Christopher Judge,13/10/1964,
1420,Christopher Lambert,29/03/1957,
1421,Christopher Landon,27/02/1975,
1422,Christopher Lee,27/05/1922,07/06/2015
1423,Christopher Leitch,,
1424,Christopher M. Bessette,,
1425,Christopher Masterson,22/01/1980,
1426,Christopher McQuarrie,,
1427,Christopher Meloni,02/04/1961,
1428,Christopher Morris,05/09/1965,
1429,Christopher Nicholas Smith,,
1430,Christopher Nolan,30/07/1970,
1431,Christopher Rich,16/09/1953,
1432,Christopher Robin Miller,29/05/1969,
1433,Christopher Schmidt,,
1434,Christopher Scott Cherot,,
1435,Christopher Simpson,09/07/1974,
1436,Christopher Smith,17/07/1962,
1437,Christopher Sommers,,
1438,Christopher Spencer,,
1439,Christopher Toler,11/11/1972,
1440,Christopher Webster,,
1441,Chrystale Wilson,,
1442,Chrystee Pharris,07/03/1976,
1443,Chuan Lu,08/02/1971,
1444,Chuck Bowman,02/06/1937,
1445,Chuck Mitchell,28/11/1927,22/06/1992
1446,Chuck Russell,09/05/1958,
1447,Chuck Sheetz,31/12/1960,
1448,Chuck Zito,01/03/1953,
1449,Chulpan Khamatova,01/10/1975,
1450,CiarÃ¡n Foy,,
1451,Cicely Tyson,18/12/1924,
1452,Cinda McCain,,
1453,Cindy Robinson,06/04/1968,
1454,Cindy Williams,22/08/1947,
1455,CindyMarie Small,,
1456,Circus-Szalewski,,
1457,CJ Adams,,
1458,Cjon Saulsberry,,
1459,Claire Adams,,
1460,Claire Bloom,15/02/1931,
1461,Claire Foy,16/04/1984,
1462,Claire Geare,,
1463,Claire Gordon-Harper,,
1464,Clare Higgins,10/11/1955,
1465,Clare Kilner,,
1466,Clare Kramer,03/09/1974,
1467,Clarence Williams III,21/08/1939,
1468,Clark Baker,,
1469,Clark Gregg,02/04/1962,
1470,Clark Johnson,10/09/1954,
1471,Clarke Peters,07/04/1952,
1472,Claude Akins,25/05/1926,27/01/1994
1473,Claude Chabrol,24/06/1930,12/09/2010
1474,Claude Miller,20/02/1942,04/04/2012
1475,Claude Rains,1889-11-10,30/05/1967
1476,Claude-Oliver Rudolph,30/11/1956,
1477,Claudette Colbert,13/09/1903,30/07/1996
1478,Claudette LalÃ­,01/08/1975,
1479,Claudia Cardinale,15/04/1938,
1480,Claudia Christian,10/08/1965,
1481,Claudia Ferri,,
1482,Claudia LapacÃ³,25/06/1940,
1483,Claudia Llosa,15/11/1976,
1484,Claudia Sainte-Luce,,
1485,Claudia Stedelin,,
1486,Claudiu Trandafir,15/09/1963,
1487,Clay Kaytis,,
1488,Clayne Crawford,20/04/1978,
1489,Clayton Rohner,05/08/1957,
1490,Clayton Snyder,09/09/1987,
1491,ClÃ© Bennett,18/03/1950,
1492,Clea DuVall,25/09/1977,
1493,Cleavon Little,01/06/1939,22/10/1992
1494,Clemens Schick,15/02/1972,
1495,Cliff Edwards,1895-06-14,17/07/1971
1496,Cliff Robertson,09/09/1923,10/09/2011
1497,Clifton Collins Jr.,16/06/1970,
1498,Clifton James,13/01/1955,
1499,Clifton Powell,16/03/1956,
1500,Clint Eastwood,31/05/1930,
1501,Clint Howard,20/04/1959,
1502,Clint Jordan,,
1503,Clint Jung,,
1504,Clint Mansell,07/01/1963,
1505,Clive Barker,05/10/1952,
1506,Clive Revill,18/04/1930,
1507,Clive Russell,07/12/1945,
1508,Clive Standen,22/07/1981,
1509,Clive Swift,09/02/1936,
1510,Clotilde Mollet,,
1511,Clovis Fouin,,
1512,Clu Gulager,16/11/1928,
1513,Clyde Kusatsu,13/09/1948,
1514,Cody Cameron,12/10/1970,
1515,Cody Howard,,
1516,Cody Linley,20/11/1989,
1517,Cole Hauser,22/03/1975,
1518,Colette Divine,,
1519,Colin Andrews,10/09/1960,
1520,Colin Farrell,31/05/1976,
1521,Colin Ferguson,22/07/1972,
1522,Colin Firth,10/09/1960,
1523,Colin Higgins,28/07/1941,05/08/1988
1524,Colin Minihan,,
1525,Colin O'Donoghue,26/01/1981,
1526,Colin Salmon,06/12/1962,
1527,Colin Stinton,10/03/1947,
1528,Colin Strause,08/11/1976,
1529,Colin Trevorrow,13/09/1976,
1530,Colleen Dewhurst,03/06/1924,22/08/1991
1531,Colleen Haskell,06/12/1976,
1532,Colleen O'Shaughnessey,15/09/1971,
1533,Collette Wolfe,04/04/1980,
1534,Collin Alfredo St. Dic,,
1535,Collin Chou,11/08/1967,
1536,Collin Joseph Neal,05/07/1985,
1537,Collin Kahey,11/04/1981,
1538,Collin Schiffli,,
1539,Collins Pennie,20/06/1985,
1540,Colm Feore,22/08/1958,
1541,Common,13/03/1972,
1542,Conchata Ferrell,28/03/1943,
1543,Conleth Hill,24/11/1964,
1544,Connie Nielsen,03/07/1965,
1545,Connie Ray,10/07/1956,
